Type,Time,,Best_Config,Best_newState,Best_R1,Best_R2,Best_R3,Best_Speed,LOOP,CLA1,CLA2,,S1_R1,S1_R2,S1_R3,S1_r,S1_Acc,S1_sp,,S2_R2,S2_R2,S2_R3,S2_r,S2_Acc,S2_sp,,S3_R1,S3_R2,S3_R3,S3_r,S3_Acc,S3_sp,,S4_R1,S4_R2,S4_R3,S4_r,S4_Acc,S4_sp,,S5_R1,S5_R2,S5_R3,S5_r,S5_Acc,S5_sp,,S6_R1,S6_R2,S6_R3,S6_r,S6_Acc,S6_sp,,S7_R1,S7_R2,S7_R3,S7_r,S7_Acc,S7_sp
Normal,987.239,,6,6,513.607,638.979,1.66667,3,0.278494,508.555,668.905,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.50236,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,5.08963,93,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,513.607,638.979,1.66667,-1,-1,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,992.337,,6,6,508.82,621.103,2,2,0.32388,508.555,668.905,,6.92639e-310,6.92639e-310,1.4822e-323,5,96,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.35501,97.3333,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.94888,95.3333,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,508.82,621.103,2,-1,-1,2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,997.533,,6,6,508.737,627.228,1.83333,2.4,0.40135,508.555,668.905,,6.92639e-310,6.92639e-310,1.4822e-323,5,95.2,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.49228,96.8,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.88291,94.4,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,508.737,627.228,1.83333,-1,-1,2.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,1002.67,,6,6,508.91,630.878,1.71429,2.8,0.35389,508.555,668.905,,6.92639e-310,6.92639e-310,1.4822e-323,5,94.4,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.44031,96.2667,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,5.01948,93.4667,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,508.91,630.878,1.71429,-1,-1,2.8,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,1007.77,,6,6,508.606,625.892,1.86957,2.3,0.324778,508.555,668.905,,6.92639e-310,6.92639e-310,1.4822e-323,5,95.4,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.48188,96.9333,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.8716,94.6333,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,508.606,625.892,1.86957,-1,-1,2.3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,1012.92,,6,6,513.554,638.914,1.66667,3,0.370722,508.555,668.905,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.50187,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,5.08907,93,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,513.554,638.914,1.66667,-1,-1,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,1018.03,,6,6,508.845,623.832,1.95238,2.1,0.33127,508.555,668.905,,6.92639e-310,6.92639e-310,1.4822e-323,5,95.8,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.46584,97.2,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.85417,95.1,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,508.845,623.832,1.95238,-1,-1,2.1,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,1023.13,,6,6,512.622,637.787,1.66667,3,0.312066,508.555,668.905,,6.92639e-310,6.92639e-310,1.4822e-323,5,94,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.49323,96,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,5.0793,93,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,512.622,637.787,1.66667,-1,-1,3,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,1028.23,,6,6,509.402,630.401,1.76923,2.6,0.31649,508.555,668.905,,6.92639e-310,6.92639e-310,1.4822e-323,5,94.8,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.51699,96.5333,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.90977,93.9333,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,509.402,630.401,1.76923,-1,-1,2.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
Normal,1033.32,,6,6,509.532,630.558,1.76923,2.6,0.315786,508.555,668.905,,6.92639e-310,6.92639e-310,1.4822e-323,5,94.8,1.9,,6.92639e-310,6.92639e-310,1.4822e-323,4.51821,96.5333,-0.2,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-2.3,,6.92639e-310,6.92639e-310,1.4822e-323,4.9111,93.9333,-4.4,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-6.5,,509.532,630.558,1.76923,-1,-1,2.6,,6.92639e-310,6.92639e-310,1.4822e-323,-1,-1,-10.7
